268,65.535
293,63.344
411,48.151
494,49.784
1059,31.852
158,43.663
1036,27.368
291,69.835
915,70.659
1011,71.802
268,32.887
293,45.494
411,30.682
284,14.647
295,15.891
400,33.829
631,17.304
689,15.203
791,30.342
846,31.850
1137,26.313
400,31.531
631,16.174
689,30.462
791,61.404
846,63.479
1137,26.236
400,14.631
631,30.165
689,30.308
791,63.847
330,14.617
931,17.741
308,61.461
735,63.937
844,61.920
591,42.767
308,31.723
735,33.524
844,61.872
591,60.430
308,45.650
735,62.849
844,48.913
591,74.505
308,15.902
735,46.666
844,64.445
591,60.928
962,18.093
201,18.468
97,17.575
477,63.814
568,33.833
639,62.787
414,26.842
1154,39.438
97,15.773
477,15.926
568,47.305
639,30.066
414,60.363
1154,56.196
97,17.986
477,30.882
568,32.740
639,63.136
427,17.498
299,18.604
297,64.462
418,46.324
672,31.543
836,14.072
887,47.447
1024,14.291
1047,76.376
1163,26.020
677,69.265
796,66.742
297,61.944
418,17.867
672,63.356
836,49.825
887,46.021
1024,33.210
1047,61.071
625,17.309
881,14.633
51,17.934
208,16.852
1148,13.813
1167,33.995
5,26.886
66,44.819
763,29.843
280,87.085
385,81.842
51,31.839
208,49.400
1148,61.514
706,19.025
221,18.252
11,31.782
440,49.916
584,31.766
587,48.445
714,17.405
842,32.042
1061,47.125
1147,59.255
1185,72.629
101,98.191
183,97.613
197,84.272
11,47.722
562,14.766
1122,18.047
42,29.854
177,48.991
463,47.093
507,49.565
855,16.838
971,65.495
1120,13.910
81,27.217
150,73.514
217,45.652
810,88.057
670,68.997
919,68.687
42,65.819
177,49.439
484,15.242
1120,17.855
178,13.912
265,17.614
473,17.327
988,62.832
232,75.504
347,41.856
438,58.142
240,85.556
450,58.059
596,89.689
986,70.280
17,52.470
32,52.558
1056,51.791
619,65.126
178,17.811
265,31.099
1166,14.381
39,18.089
87,46.436
181,48.567
254,30.053
1000,33.441
1054,63.396
1124,33.006
60,77.686
518,77.398
545,61.292
170,65.910
800,49.840
87,62.977
181,62.868
254,17.326
1000,45.603
1054,17.162
1124,62.961
1145,17.059
87,14.867
89,32.581
594,46.678
712,45.527
1015,32.114
1080,49.321
1087,29.912
131,76.882
282,41.242
89,45.561
594,30.866
712,61.371
1015,15.561
1080,15.925
1087,15.670
131,61.853
282,39.064
89,18.042
594,47.001
637,18.567
778,15.136
283,32.400
335,15.770
1034,34.035
1198,17.435
122,44.561
239,60.845
334,28.431
27,73.517
253,56.062
283,48.387
335,31.854
1034,47.543
1198,63.201
122,45.935
239,44.488
909,18.642
750,16.052
