871,32.061
188,45.934
1001,13.992
295,12.435
1016,13.945
1182,12.733
79,12.871
785,14.005
96,17.974
365,31.754
775,15.545
930,31.665
949,33.398
951,33.490
1006,31.152
1170,32.073
25,41.858
985,42.764
1197,44.237
727,55.928
363,13.466
123,13.551
427,15.764
1169,14.365
299,13.500
31,33.556
356,31.390
543,33.508
595,31.180
889,32.676
10,45.118
344,29.208
1159,56.500
469,69.168
152,13.616
552,12.262
51,30.292
208,33.305
763,33.776
1148,33.698
1167,33.762
5,46.093
280,40.393
1189,51.359
646,15.401
548,12.223
841,31.927
956,31.811
90,44.009
551,57.090
561,14.413
341,14.163
1069,13.199
272,30.853
488,32.960
1110,33.394
997,45.748
1102,45.665
897,68.229
478,13.731
849,15.164
547,15.134
190,32.089
467,30.328
918,31.557
45,45.718
476,45.396
630,45.489
1166,15.670
979,12.752
468,13.907
109,33.771
527,32.842
572,32.618
859,31.619
1158,33.568
441,45.864
1041,44.363
823,14.565
131,33.725
216,32.009
402,33.422
563,32.196
379,29.046
417,44.960
429,28.520
446,56.631
523,69.480
749,68.649
1160,65.709
466,13.082
24,15.841
778,15.595
381,34.061
884,46.033
592,55.543
1052,57.463
573,69.881
225,81.019
491,12.247
750,16.207
1172,15.006
