9,94.944
314,79.311
371,46.083
553,96.654
948,94.930
1072,48.839
143,45.993
419,107.362
741,55.756
1048,73.604
453,62.802
717,94.642
751,46.683
1027,78.826
1051,96.233
1130,61.783
96,77.906
365,97.190
775,77.781
930,95.045
949,63.636
951,34.064
1006,95.051
1170,62.343
25,107.360
985,91.187
1197,91.290
148,18.205
126,32.154
288,64.200
342,49.524
806,45.795
838,97.309
874,78.988
119,106.478
338,96.891
360,77.732
564,32.277
686,94.885
695,65.560
854,95.085
1098,45.550
6,48.975
52,93.281
91,31.586
722,47.979
1068,96.154
64,59.417
263,109.532
831,108.441
505,57.969
664,67.652
321,61.440
780,77.445
883,29.564
1004,33.733
1060,30.265
212,55.999
794,86.632
898,117.003
272,95.001
488,64.365
1110,47.690
997,93.075
1102,108.771
897,99.010
252,16.638
211,32.128
294,30.722
456,80.485
529,93.419
708,46.865
716,47.717
850,47.969
1031,49.150
207,81.470
287,33.735
409,93.954
511,95.509
519,31.631
34,102.095
107,118.001
386,105.581
534,118.591
589,81.848
784,49.461
852,97.021
920,33.770
938,62.079
984,79.661
47,75.903
1156,89.673
117,48.977
260,78.804
821,95.786
856,64.458
705,76.820
