14,31.204
580,32.671
896,33.522
905,33.004
163,56.912
989,15.477
248,14.434
400,31.202
479,30.114
631,32.844
649,32.431
675,33.611
689,15.841
690,44.402
1137,41.649
364,38.611
621,13.355
308,15.433
492,16.360
606,33.219
710,31.607
711,17.845
735,31.114
844,31.564
1045,33.404
471,27.261
591,26.658
679,43.286
718,42.949
765,26.724
1012,28.834
38,55.761
317,38.846
480,57.112
538,41.967
795,53.878
37,68.434
279,67.224
1073,69.088
1181,15.526
108,33.488
517,33.175
235,45.049
1043,56.175
982,68.848
350,15.584
431,14.073
354,13.636
906,13.613
881,12.369
1066,14.218
229,32.543
635,32.695
699,31.741
1037,30.370
1075,31.914
194,44.841
267,13.160
238,14.631
106,34.052
182,34.053
233,31.562
403,16.304
449,31.189
500,31.820
539,16.389
644,29.787
83,44.648
832,29.152
853,42.547
309,53.697
397,57.479
691,57.762
180,67.341
701,50.757
475,15.045
1049,15.231
603,13.113
770,13.893
387,12.616
187,32.844
932,13.296
608,12.908
489,12.345
16,17.553
58,33.762
428,33.925
1002,31.407
1125,32.788
72,28.192
286,58.000
674,69.544
924,65.567
390,79.372
903,15.643
1088,12.413
8,33.878
160,33.443
579,33.018
890,32.125
994,33.272
998,32.578
1146,31.133
420,45.781
1091,44.172
241,55.875
922,80.646
256,15.487
99,32.043
169,16.741
550,30.860
647,32.666
673,33.385
231,42.651
807,43.874
1155,42.363
393,67.877
144,15.286
700,12.816
