268,15.264
293,18.166
411,47.956
494,15.441
1059,17.211
158,60.278
1036,75.293
291,40.507
915,57.930
1011,85.380
268,29.628
293,17.409
411,47.908
494,17.388
1059,33.513
284,18.196
293,17.398
75,17.530
343,49.493
513,65.709
569,47.709
623,64.974
991,14.255
1118,61.491
1067,46.072
1179,74.822
125,57.311
575,56.429
715,57.314
198,83.178
75,61.794
343,14.855
513,16.525
413,18.237
230,16.054
59,17.633
264,32.732
834,16.477
1082,29.926
1090,16.807
803,44.793
1150,42.344
38,89.704
215,72.488
607,40.423
37,98.126
415,67.894
264,16.120
123,18.370
196,32.335
336,64.334
464,61.846
508,33.343
632,17.598
759,49.746
952,49.334
992,49.073
1043,59.962
40,89.338
111,73.526
764,73.920
303,50.451
431,18.792
354,17.773
297,18.097
418,49.293
672,45.470
836,14.286
887,61.418
1024,63.970
1047,77.649
1163,29.024
677,68.197
796,68.970
297,64.279
418,31.935
383,14.815
836,14.989
229,14.396
351,62.385
635,33.803
863,15.119
1037,65.339
1042,16.000
1075,16.413
194,60.351
699,43.339
1039,74.788
285,56.947
229,46.795
351,63.308
635,15.856
863,48.186
635,16.218
893,15.824
106,15.373
403,31.953
644,47.636
832,26.391
106,49.961
403,17.176
644,32.357
832,58.750
106,65.863
403,15.046
644,48.414
832,73.458
106,17.287
403,47.369
644,31.767
832,28.227
1194,17.319
437,16.572
272,33.249
478,33.273
488,64.011
849,29.947
1102,44.186
812,81.478
272,47.678
478,32.388
488,47.510
849,16.874
1102,45.259
812,99.185
272,30.712
478,64.656
488,63.092
849,46.420
387,16.072
488,14.853
187,33.288
190,48.174
227,15.492
467,65.271
779,48.013
918,62.187
45,27.695
210,61.233
476,30.136
187,63.558
190,47.185
227,61.593
467,62.837
779,32.249
918,47.273
45,26.682
210,28.593
476,27.240
744,17.634
227,18.378
87,62.859
181,29.727
254,46.022
1000,46.032
1054,64.088
1124,46.304
60,77.176
518,74.060
545,41.653
170,54.119
800,100.880
87,16.719
181,32.601
254,49.534
1000,46.296
1054,46.054
1124,15.451
1131,17.841
236,17.649
89,48.757
594,17.787
712,62.840
1015,31.845
1080,62.074
1087,13.665
131,26.739
282,54.944
89,15.460
594,48.413
712,14.168
1015,33.853
1080,48.361
1087,29.639
131,44.592
282,73.116
89,62.465
594,63.462
89,18.179
168,17.698
117,14.102
260,33.556
821,65.910
856,16.612
705,74.747
117,33.636
260,33.064
821,63.002
856,14.199
705,44.218
117,30.679
260,33.715
821,15.760
598,17.284
104,16.609
