268,65.535
284,63.344
293,48.151
411,49.784
494,31.852
1036,31.663
720,27.368
1011,57.835
1059,58.659
158,71.802
249,56.887
740,69.494
1001,14.647
400,61.404
479,63.479
631,15.203
649,30.342
675,31.850
689,30.308
690,75.847
1137,28.174
364,54.462
330,14.617
1074,17.741
308,61.461
492,63.937
606,61.920
710,30.767
711,31.723
735,33.524
844,61.872
1045,48.430
471,57.650
591,74.849
679,60.913
718,74.505
765,27.902
1012,58.666
38,88.445
317,72.928
962,18.468
41,32.196
77,63.814
97,33.833
477,62.787
568,63.136
414,27.438
585,27.773
63,39.926
614,71.305
843,54.066
1154,72.363
668,18.604
418,64.462
836,46.324
887,61.944
953,17.867
1047,63.356
672,61.825
704,88.376
1070,69.210
383,17.309
51,45.842
208,31.839
763,49.400
1148,61.514
1167,14.886
5,44.819
280,41.843
1189,99.085
173,18.252
11,47.722
440,49.916
584,48.629
587,62.191
1147,61.613
101,84.272
562,14.766
1122,18.047
42,29.854
171,48.991
177,47.093
855,49.565
901,16.838
971,65.495
1120,13.910
150,27.217
217,73.514
810,57.652
1029,88.057
302,68.997
670,68.687
919,101.819
1085,85.439
484,15.242
128,17.855
39,18.089
69,17.614
438,17.327
473,62.832
988,63.504
118,41.856
232,58.142
265,73.556
596,46.059
161,89.689
240,70.280
347,40.470
451,40.558
17,51.791
450,53.126
1056,53.811
619,79.099
1166,14.381
181,62.977
254,62.868
574,30.053
1000,45.603
1054,63.396
1071,62.961
1124,65.686
518,77.398
545,61.292
170,65.910
800,49.840
87,15.137
89,64.882
712,46.678
1087,49.853
594,56.114
923,97.371
1003,83.001
329,18.567
778,15.136
283,63.201
335,48.845
636,34.035
1198,61.517
535,18.642
750,16.052
