54,64.069
149,46.660
166,47.579
179,33.061
262,30.121
298,30.103
410,33.054
792,64.961
995,33.661
732,45.700
964,45.082
990,29.601
1183,18.741
257,31.177
343,65.000
421,61.775
513,14.302
569,46.188
1118,61.799
1179,63.916
142,41.781
575,58.191
623,73.562
798,74.174
991,26.676
617,17.024
746,17.047
308,62.506
492,31.061
606,64.605
710,30.359
711,61.820
735,49.001
844,48.431
1045,17.554
471,57.801
591,26.797
679,76.867
718,28.962
765,58.566
1012,59.015
38,54.181
377,18.501
196,29.712
336,63.022
632,48.009
748,46.839
759,65.673
992,49.435
203,86.000
464,39.011
764,70.753
1177,54.108
338,33.624
360,31.914
564,47.748
686,30.857
695,62.739
854,33.718
1098,63.325
332,76.314
483,61.315
271,85.977
320,71.128
582,16.525
229,62.511
635,62.364
699,49.460
1037,46.497
1075,65.701
194,77.410
504,16.458
11,49.957
440,65.369
584,47.563
587,64.259
1147,45.835
101,85.947
965,15.885
36,63.572
269,48.569
470,49.145
570,64.939
678,16.301
825,86.082
110,53.290
713,50.086
804,99.354
603,16.740
167,15.645
388,64.815
407,32.217
536,61.961
787,31.538
858,65.825
933,33.489
728,59.218
783,59.780
394,87.122
426,41.120
723,89.777
1111,73.919
355,85.358
967,82.021
622,17.209
181,65.367
254,64.058
574,46.197
1000,17.138
1054,14.868
1071,48.171
1124,48.312
518,76.313
545,44.061
170,65.647
800,66.892
709,14.352
685,49.050
929,47.398
1044,62.913
56,62.006
277,40.620
773,72.381
939,16.266
682,17.807
283,62.051
335,65.834
636,47.095
1198,77.783
750,18.597
