268,47.908
284,18.166
293,47.956
411,15.441
494,17.211
1036,48.278
720,75.293
1011,28.507
1059,45.930
158,85.380
249,53.628
740,41.409
1001,18.196
257,17.530
343,49.493
421,65.709
513,47.709
569,64.974
1118,14.255
1179,61.491
142,46.072
575,74.822
623,45.311
798,44.429
991,45.314
278,71.178
715,85.794
738,38.855
1067,40.525
617,17.163
834,30.344
1082,65.704
1090,48.488
1107,29.926
1150,74.126
607,56.793
264,16.120
123,18.370
196,49.526
336,64.334
632,61.846
748,33.343
759,17.598
992,49.746
203,73.334
464,73.073
764,71.962
1177,101.338
431,18.792
354,17.773
418,32.197
836,49.293
887,64.279
953,31.935
1047,61.418
672,75.970
704,89.649
1070,53.024
237,14.862
229,63.308
635,62.385
699,48.186
1037,62.788
1075,65.339
194,58.795
1026,15.824
893,17.167
106,15.373
182,31.953
233,47.636
403,14.391
449,49.961
500,17.176
539,32.357
644,46.750
83,77.863
832,27.046
853,60.414
309,85.458
397,41.287
691,71.369
180,67.767
701,52.227
272,47.678
488,64.656
1110,64.011
997,58.420
1102,45.259
897,99.185
7,14.853
190,62.837
467,49.233
918,47.273
45,77.271
476,60.013
630,74.187
214,14.797
181,62.859
254,32.601
574,49.534
1000,46.296
1054,64.088
1071,46.304
1124,65.176
518,74.060
545,41.653
170,54.119
800,100.880
292,17.072
89,48.757
712,30.944
1087,62.840
594,73.116
923,98.465
1003,99.462
168,17.698
117,33.636
260,33.715
821,65.910
856,16.612
705,74.747
598,17.284
