452,143,24.000
143,452,24.000
452,115,36.000
115,452,36.000
452,474,60.000
474,452,60.000
115,474,24.000
474,115,24.000
115,792,12.000
792,115,12.000
792,323,24.000
323,792,24.000
792,1079,12.000
1079,792,12.000
1079,166,36.000
166,1079,36.000
1079,98,12.000
98,1079,12.000
98,964,36.000
964,98,36.000
98,0,36.000
0,98,36.000
98,375,72.000
375,98,72.000
0,375,36.000
375,0,36.000
0,1108,12.000
1108,0,12.000
1108,141,12.000
141,1108,12.000
1108,411,24.000
411,1108,24.000
411,1001,12.000
1001,411,12.000
411,989,36.000
989,411,36.000
989,977,12.000
977,989,12.000
989,340,12.000
340,989,12.000
340,133,36.000
133,340,36.000
143,314,12.000
314,143,12.000
143,474,36.000
474,143,36.000
474,243,36.000
243,474,36.000
474,323,36.000
323,474,36.000
323,179,36.000
179,323,36.000
323,166,36.000
166,323,36.000
166,1195,12.000
1195,166,12.000
166,964,12.000
964,166,12.000
166,581,60.000
581,166,60.000
964,581,36.000
581,964,36.000
964,375,36.000
375,964,36.000
375,249,36.000
249,375,36.000
375,141,12.000
141,375,12.000
375,720,48.000
720,375,48.000
141,720,12.000
720,141,12.000
141,1001,12.000
1001,141,12.000
1001,284,24.000
284,1001,24.000
1001,977,12.000
977,1001,12.000
1001,720,48.000
720,1001,48.000
977,530,36.000
530,977,36.000
977,133,24.000
133,977,24.000
977,896,48.000
896,977,48.000
133,896,36.000
896,133,36.000
314,433,36.000
433,314,36.000
314,243,36.000
243,314,36.000
243,790,24.000
790,243,24.000
243,179,36.000
179,243,36.000
243,1183,72.000
1183,243,72.000
179,1183,36.000
1183,179,36.000
179,1195,24.000
1195,179,24.000
1195,149,24.000
149,1195,24.000
1195,581,36.000
581,1195,36.000
581,961,12.000
961,581,12.000
581,249,24.000
249,581,24.000
249,481,12.000
481,249,12.000
249,720,12.000
720,249,12.000
720,1153,36.000
1153,720,36.000
720,284,12.000
284,720,12.000
720,481,48.000
481,720,48.000
284,1008,36.000
1008,284,36.000
284,530,24.000
530,284,24.000
530,14,12.000
14,530,12.000
530,896,24.000
896,530,24.000
896,163,24.000
163,896,24.000
433,553,12.000
553,433,12.000
433,790,12.000
790,433,12.000
433,1119,60.000
1119,433,60.000
790,1119,12.000
1119,790,12.000
790,1183,24.000
1183,790,24.000
1183,54,36.000
54,1183,36.000
1183,149,12.000
149,1183,12.000
149,732,24.000
732,149,24.000
149,961,24.000
961,149,24.000
961,915,36.000
915,961,36.000
961,481,12.000
481,961,12.000
481,158,36.000
158,481,36.000
481,1153,12.000
1153,481,12.000
1153,1059,36.000
1059,1153,36.000
1153,1008,24.000
1008,1153,24.000
1008,494,36.000
494,1008,36.000
1008,14,12.000
14,1008,12.000
14,493,24.000
493,14,24.000
14,163,36.000
163,14,36.000
14,494,48.000
494,14,48.000
163,316,12.000
316,163,12.000
553,419,36.000
419,553,36.000
553,1119,36.000
1119,553,36.000
553,948,72.000
948,553,72.000
1119,948,24.000
948,1119,24.000
1119,54,36.000
54,1119,36.000
54,515,36.000
515,54,36.000
54,732,24.000
732,54,24.000
732,410,12.000
410,732,12.000
732,915,24.000
915,732,24.000
915,990,12.000
990,915,12.000
915,158,12.000
158,915,12.000
158,291,12.000
291,158,12.000
158,1059,12.000
1059,158,12.000
158,510,48.000
510,158,48.000
1059,510,24.000
510,1059,24.000
1059,494,12.000
494,1059,12.000
494,248,24.000
248,494,24.000
494,493,36.000
493,494,36.000
493,580,36.000
580,493,36.000
493,316,24.000
316,493,24.000
316,188,24.000
188,316,24.000
419,371,12.000
371,419,12.000
419,948,12.000
948,419,12.000
948,460,12.000
460,948,12.000
948,515,24.000
515,948,24.000
948,371,48.000
371,948,48.000
515,995,36.000
995,515,36.000
515,410,12.000
410,515,12.000
410,935,24.000
935,410,24.000
410,990,12.000
990,410,12.000
990,246,36.000
246,990,36.000
990,291,12.000
291,990,12.000
291,1011,12.000
1011,291,12.000
291,510,36.000
510,291,36.000
510,1036,12.000
1036,510,12.000
510,248,12.000
248,510,12.000
248,293,36.000
293,248,36.000
248,580,24.000
580,248,24.000
248,1036,72.000
1036,248,72.000
580,295,12.000
295,580,12.000
580,188,36.000
188,580,36.000
188,871,12.000
871,188,12.000
371,741,24.000
741,371,24.000
371,460,12.000
460,371,12.000
460,1072,12.000
1072,460,12.000
460,995,24.000
995,460,24.000
995,867,36.000
867,995,36.000
995,935,36.000
935,995,36.000
995,298,60.000
298,995,60.000
935,298,24.000
298,935,24.000
935,246,24.000
246,935,24.000
246,599,24.000
599,246,24.000
246,1011,36.000
1011,246,36.000
1011,541,24.000
541,1011,24.000
1011,1036,12.000
1036,1011,12.000
1011,740,48.000
740,1011,48.000
1011,599,48.000
599,1011,48.000
1036,740,24.000
740,1036,24.000
1036,293,12.000
293,1036,12.000
293,226,24.000
226,293,24.000
293,295,12.000
295,293,12.000
295,556,24.000
556,295,24.000
295,871,36.000
871,295,36.000
871,1007,36.000
1007,871,36.000
741,1064,36.000
1064,741,36.000
741,1072,24.000
1072,741,24.000
1072,1017,12.000
1017,1072,12.000
1072,867,36.000
867,1072,36.000
867,262,12.000
262,867,12.000
867,298,12.000
298,867,12.000
298,124,12.000
124,298,12.000
298,599,36.000
599,298,36.000
599,195,12.000
195,599,12.000
599,541,36.000
541,599,36.000
599,124,72.000
124,599,72.000
541,304,12.000
304,541,12.000
541,740,12.000
740,541,12.000
740,907,24.000
907,740,24.000
740,226,36.000
226,740,36.000
226,268,36.000
268,226,36.000
226,556,12.000
556,226,12.000
556,1016,36.000
1016,556,36.000
556,1007,12.000
1007,556,12.000
1007,857,36.000
857,1007,36.000
1064,1048,24.000
1048,1064,24.000
1064,1017,12.000
1017,1064,12.000
1017,9,36.000
9,1017,36.000
1017,262,12.000
262,1017,12.000
1017,1048,48.000
1048,1017,48.000
262,801,24.000
801,262,24.000
262,124,24.000
124,262,24.000
124,665,12.000
665,124,12.000
124,195,36.000
195,124,36.000
195,876,24.000
876,195,24.000
195,304,36.000
304,195,36.000
304,917,12.000
917,304,12.000
304,907,36.000
907,304,36.000
304,242,72.000
242,304,72.000
907,242,12.000
242,907,12.000
907,268,24.000
268,907,24.000
268,162,12.000
162,268,12.000
268,1016,36.000
1016,268,36.000
1016,905,24.000
905,1016,24.000
1016,857,12.000
857,1016,12.000
857,882,12.000
882,857,12.000
857,905,48.000
905,857,48.000
1048,9,24.000
9,1048,24.000
9,801,36.000
801,9,36.000
801,665,12.000
665,801,12.000
665,876,12.000
876,665,12.000
876,917,12.000
917,876,12.000
917,242,36.000
242,917,36.000
242,162,36.000
162,242,36.000
162,905,12.000
905,162,12.000
905,882,24.000
882,905,24.000
904,213,12.000
213,904,12.000
904,1182,12.000
1182,904,12.000
1182,1139,36.000
1139,1182,36.000
1182,569,24.000
569,1182,24.000
1182,213,60.000
213,1182,60.000
569,79,24.000
79,569,24.000
569,198,36.000
198,569,36.000
198,991,36.000
991,198,36.000
198,313,36.000
313,198,36.000
313,125,36.000
125,313,36.000
313,721,24.000
721,313,24.000
721,46,36.000
46,721,36.000
721,1137,24.000
1137,721,24.000
1137,1005,36.000
1005,1137,36.000
1137,400,12.000
400,1137,12.000
1137,46,48.000
46,1137,48.000
400,330,36.000
330,400,36.000
400,147,12.000
147,400,12.000
147,717,24.000
717,147,24.000
147,1121,36.000
1121,147,36.000
147,330,60.000
330,147,60.000
1121,1161,36.000
1161,1121,36.000
213,114,36.000
114,213,36.000
213,1139,24.000
1139,213,24.000
1139,455,36.000
455,1139,36.000
1139,79,12.000
79,1139,12.000
79,513,12.000
513,79,12.000
79,991,24.000
991,79,24.000
991,1179,12.000
1179,991,12.000
991,125,24.000
125,991,24.000
125,575,36.000
575,125,36.000
125,46,24.000
46,125,24.000
46,738,36.000
738,46,36.000
46,1005,36.000
1005,46,36.000
46,575,72.000
575,46,72.000
1005,822,24.000
822,1005,24.000
1005,330,24.000
330,1005,24.000
330,689,24.000
689,330,24.000
330,717,36.000
717,330,36.000
717,1151,24.000
1151,717,24.000
717,1161,36.000
1161,717,36.000
1161,1173,12.000
1173,1161,12.000
114,459,24.000
459,114,24.000
114,455,12.000
455,114,12.000
455,577,24.000
577,455,24.000
455,513,12.000
513,455,12.000
513,413,24.000
413,513,24.000
513,1179,36.000
1179,513,36.000
1179,623,12.000
623,1179,12.000
1179,575,12.000
575,1179,12.000
1179,413,72.000
413,1179,72.000
575,1067,36.000
1067,575,36.000
575,738,12.000
738,575,12.000
738,156,12.000
156,738,12.000
738,822,12.000
822,738,12.000
738,1067,60.000
1067,738,60.000
822,439,24.000
439,822,24.000
822,689,36.000
689,822,36.000
689,621,24.000
621,689,24.000
689,1151,36.000
1151,689,36.000
1151,1051,24.000
1051,1151,24.000
1151,1173,24.000
1173,1151,24.000
1151,751,48.000
751,1151,48.000
1173,751,24.000
751,1173,24.000
459,1033,12.000
1033,459,12.000
459,577,24.000
577,459,24.000
459,219,72.000
219,459,72.000
577,219,24.000
219,577,24.000
577,413,36.000
413,577,36.000
577,343,48.000
343,577,48.000
413,343,12.000
343,413,12.000
413,623,36.000
623,413,36.000
623,715,24.000
715,623,24.000
623,1067,12.000
1067,623,12.000
623,398,72.000
398,623,72.000
1067,398,36.000
398,1067,36.000
1067,156,12.000
156,1067,12.000
1067,715,48.000
715,1067,48.000
156,506,12.000
506,156,12.000
156,439,12.000
439,156,12.000
439,649,24.000
649,439,24.000
439,621,12.000
621,439,12.000
621,631,36.000
631,621,36.000
621,1051,36.000
1051,621,36.000
1051,412,24.000
412,1051,24.000
1051,751,36.000
751,1051,36.000
1051,261,48.000
261,1051,48.000
1051,631,60.000
631,1051,60.000
751,261,12.000
261,751,12.000
1033,62,24.000
62,1033,24.000
1033,219,12.000
219,1033,12.000
219,1083,36.000
1083,219,36.000
219,343,24.000
343,219,24.000
343,785,24.000
785,343,24.000
343,715,24.000
715,343,24.000
715,422,36.000
422,715,36.000
715,398,12.000
398,715,12.000
398,524,24.000
524,398,24.000
398,506,12.000
506,398,12.000
506,1078,36.000
1078,506,36.000
506,649,36.000
649,506,36.000
649,359,24.000
359,649,24.000
649,631,36.000
631,649,36.000
649,102,72.000
102,649,72.000
631,102,24.000
102,631,24.000
631,412,36.000
412,631,36.000
631,359,48.000
359,631,48.000
412,1184,36.000
1184,412,36.000
412,261,36.000
261,412,36.000
261,1027,12.000
1027,261,12.000
261,1184,72.000
1184,261,72.000
62,1113,12.000
1113,62,12.000
62,1083,12.000
1083,62,12.000
1083,914,36.000
914,1083,36.000
